,District,Type,Building Classification,Total Units,Gross Income per SqFt,Expense per SqFt,Net Operating Income,Market Value per SqFt
3214,Queens,Cooperative,D4-ELEVATOR,396,12.27,6.11,2459097,35.82
3215,Queens,Cooperative,D4-ELEVATOR,330,12.27,6.11,2049185,35.71
3216,Queens,Cooperative,D4-ELEVATOR,60,13.01,6.03,288386,35.68
3217,Queens,Cooperative,D4-ELEVATOR,84,11.89,5.28,473025,35.66
3218,Queens,Cooperative,D4-ELEVATOR,90,12.1,5.48,488556,35.77
3219,Queens,Cooperative,D4-ELEVATOR,60,11.89,5.28,341275,35.79
3220,Queens,Cooperative,D4-ELEVATOR,90,12.1,5.48,488556,35.77
3221,Queens,Cooperative,D4-ELEVATOR,360,11.4,5.02,2357091,35.73
3222,Queens,Cooperative,D4-ELEVATOR,360,11.49,5.47,2383017,35.57
3223,Queens,Cooperative,D4-ELEVATOR,360,11.49,5.47,2383559,35.84
3224,Queens,Cooperative,D4-ELEVATOR,240,12.42,6.03,1575008,35.7
3225,Queens,Cooperative,C6-WALK-UP,11,8.5,5.34,36372,46.48
3226,Queens,Cooperative,C6-WALK-UP,11,13.85,6.25,87476,50.13
3227,Queens,Cooperative,C6-WALK-UP,11,13.85,6.25,87476,50.13
3228,Queens,Cooperative,D4-ELEVATOR,145,11.18,5.55,959915,35.68
3229,Queens,Cooperative,D4-ELEVATOR,97,11.18,5.55,416057,35.72
3230,Queens,Cooperative,D4-ELEVATOR,54,11.5,5.12,340654,35.64
3231,Queens,Cooperative,D4-ELEVATOR,111,11.25,5.24,536933,35.71
3232,Queens,Cooperative,D4-ELEVATOR,96,11.25,5.24,591384,35.66
3233,Queens,Cooperative,D4-ELEVATOR,96,11.25,5.24,731838,35.68
3234,Queens,Cooperative,D4-ELEVATOR,81,11.25,5.24,434667,35.74
3235,Queens,Cooperative,C6-WALK-UP,20,13.67,7.49,121653,40.84
3236,Queens,Cooperative,C6-WALK-UP,20,13.67,7.49,121653,40.84
3237,Queens,Cooperative,C6-WALK-UP,29,13.67,7.49,105060,40.82
3238,Queens,Cooperative,D4-ELEVATOR,84,11.54,5.35,677656,35.67
3239,Queens,Cooperative,D4-ELEVATOR,348,14.06,7.03,2158139,35.69
3240,Queens,Cooperative,D4-ELEVATOR,42,13.03,5.73,388856,44.6
3241,Queens,Cooperative,D4-ELEVATOR,96,11.48,5.53,487305,35.73
3242,Queens,Cooperative,C6-WALK-UP,12,13.67,7.49,88405,40.82
3243,Queens,Cooperative,D4-ELEVATOR,79,11.21,4.97,434641,35.85
3244,Queens,Cooperative,D4-ELEVATOR,55,11.6,6.61,285787,31.97
3245,Queens,Cooperative,D4-ELEVATOR,168,15.09,6.86,1225908,35.89
3246,Queens,Cooperative,D4-ELEVATOR,51,11.08,5.92,170007,33.27
3247,Queens,Cooperative,D4-ELEVATOR,89,11.08,5.92,399168,31.86
3248,Queens,Cooperative,D4-ELEVATOR,48,11.89,6.02,253127,35.97
3249,Queens,Cooperative,D4-ELEVATOR,82,11.33,5.63,525791,35.89
3250,Queens,Cooperative,D4-ELEVATOR,56,11.47,5.86,200277,35.74
3251,Queens,Cooperative,D4-ELEVATOR,122,11.62,6.02,648822,35.88
3252,Queens,Cooperative,D4-ELEVATOR,91,13.59,7.3,552136,35.84
3253,Queens,Cooperative,D4-ELEVATOR,90,11.4,5.63,510218,35.83
3254,Queens,Cooperative,D4-ELEVATOR,65,13.59,7.3,447823,35.84
3255,Queens,Cooperative,D4-ELEVATOR,78,13.83,7.36,397905,35.77
3256,Queens,Cooperative,D4-ELEVATOR,31,11.92,5.24,163285,35.88
3257,Queens,Cooperative,D4-ELEVATOR,42,12.51,6.07,252879,43.17
3258,Queens,Cooperative,D4-ELEVATOR,152,13.59,7.91,806299,37.57
3259,Queens,Cooperative,D4-ELEVATOR,155,13.59,7.91,1094196,37.57
3260,Queens,Cooperative,D4-ELEVATOR,120,13.49,5.54,872878,36.17
3261,Queens,Cooperative,D4-ELEVATOR,109,13.49,5.54,911404,35.89
3262,Queens,Cooperative,D4-ELEVATOR,82,13.49,5.54,801328,35.9
3263,Queens,Cooperative,D4-ELEVATOR,78,13.49,5.54,797449,37.07
3264,Queens,Cooperative,D4-ELEVATOR,138,13.5,7.14,951125,42.11
3265,Queens,Cooperative,D4-ELEVATOR,208,13.1,7.15,1340178,39.58
3266,Queens,Cooperative,D4-ELEVATOR,185,13.75,6.7,1135967,44.37
3267,Queens,Cooperative,D4-ELEVATOR,149,13.52,7.03,1018670,42.67
3268,Queens,Cooperative,D4-ELEVATOR,225,12.77,6.17,1553904,44.09
3269,Queens,Cooperative,D4-ELEVATOR,136,14.06,7.03,1053122,37.08
3270,Queens,Cooperative,D4-ELEVATOR,225,12.77,6.17,1553904,44.09
3271,Queens,Cooperative,D4-ELEVATOR,67,14.06,7.03,522329,46.22
3272,Queens,Cooperative,D4-ELEVATOR,111,14.06,7.03,716061,46.22
3273,Queens,Cooperative,D4-ELEVATOR,189,13.95,7.17,1149210,44.64
3274,Queens,Cooperative,D4-ELEVATOR,192,15.36,8.01,1207855,46.25
3275,Queens,Cooperative,D4-ELEVATOR,446,12.16,6.53,2223850,35.78
3276,Queens,Cooperative,D4-ELEVATOR,1098,11.38,5.19,6660440,38.64
3277,Queens,Cooperative,D4-ELEVATOR,45,14.06,7.03,215624,44.11
3278,Queens,Cooperative,D4-ELEVATOR,630,16.83,11.04,3364037,41.9
3279,Queens,Cooperative,D4-ELEVATOR,492,12.76,6.48,2431616,41.98
3280,Queens,Cooperative,D4-ELEVATOR,144,13.66,6.76,1119732,45.61
3281,Queens,Cooperative,D4-ELEVATOR,114,14.06,7.03,828977,46.23
3282,Queens,Cooperative,D4-ELEVATOR,144,13.66,6.76,979248,45.61
3283,Queens,Cooperative,D4-ELEVATOR,144,13.66,6.76,979248,45.61
3284,Queens,Cooperative,D4-ELEVATOR,146,13.66,6.76,979248,45.61
3285,Queens,Cooperative,D4-ELEVATOR,146,13.66,6.76,979248,45.61
3286,Queens,Cooperative,D4-ELEVATOR,146,13.66,6.76,979248,45.61
3287,Queens,Cooperative,D4-ELEVATOR,100,13.78,6.92,794388,45.26
3288,Queens,Cooperative,D4-ELEVATOR,98,13.78,6.92,786156,45.25
3289,Queens,Cooperative,D4-ELEVATOR,98,13.78,6.92,786156,45.25
3290,Queens,Cooperative,D4-ELEVATOR,118,13.38,6.43,912813,46.1
3291,Queens,Cooperative,D4-ELEVATOR,96,11.64,6.42,598212,33.43
3292,Queens,Cooperative,D4-ELEVATOR,160,13.78,6.92,932686,45.26
3293,Queens,Cooperative,D4-ELEVATOR,106,11.64,6.42,486076,33.43
3294,Queens,Cooperative,D4-ELEVATOR,53,14.06,7.03,371184,46.23
3295,Queens,Cooperative,D4-ELEVATOR,84,14.06,7.03,586442,46.22
3296,Queens,Cooperative,D4-ELEVATOR,120,13.78,6.92,740880,45.26
3297,Queens,Cooperative,D4-ELEVATOR,120,13.78,6.92,740880,45.26
3298,Queens,Cooperative,D4-ELEVATOR,184,13.78,6.92,1040662,45.25
3299,Queens,Cooperative,D4-ELEVATOR,60,13.83,5.88,496939,52.41
3300,Queens,Cooperative,D4-ELEVATOR,498,13.09,7.11,3305984,39.79
3301,Queens,Cooperative,D4-ELEVATOR,244,14.13,6.42,2097120,53.48
3302,Queens,Cooperative,D4-ELEVATOR,135,13.72,7.46,887217,41.35
3303,Queens,Cooperative,D4-ELEVATOR,144,13.72,7.46,797625,41.35
3304,Queens,Cooperative,D4-ELEVATOR,112,13.72,7.46,646195,41.35
3305,Queens,Cooperative,D4-ELEVATOR,72,14.39,6.37,550493,55.52
3306,Queens,Cooperative,D4-ELEVATOR,80,13.83,5.88,620339,52.42
3307,Queens,Cooperative,D4-ELEVATOR,107,13.83,5.88,814653,52.41
3308,Queens,Cooperative,D4-ELEVATOR,86,15.95,6.38,691174,52.09
3309,Queens,Cooperative,D4-ELEVATOR,111,15.12,6.31,1110060,44.87
3310,Queens,Cooperative,D4-ELEVATOR,156,14.22,7.15,1350370,48.26
3311,Queens,Cooperative,D4-ELEVATOR,127,14.46,6.72,1195056,53.56
3312,Queens,Cooperative,D4-ELEVATOR,63,13.57,6.98,362424,43.6
3313,Queens,Cooperative,D4-ELEVATOR,295,14.13,6.42,2225961,53.48
3314,Queens,Cooperative,D4-ELEVATOR,295,14.13,6.42,2110774,53.48
3315,Queens,Cooperative,D4-ELEVATOR,180,13.83,5.88,1241059,52.42
3316,Queens,Cooperative,D4-ELEVATOR,81,13.57,6.98,562964,43.6
3317,Queens,Cooperative,D4-ELEVATOR,120,13.83,5.88,872910,52.41
3318,Queens,Cooperative,D4-ELEVATOR,48,15.41,5.74,418788,61.47
3319,Queens,Cooperative,D4-ELEVATOR,90,15.91,6.44,733356,61.4
3320,Queens,Cooperative,D4-ELEVATOR,200,13.83,5.88,1455764,52.42
3321,Queens,Cooperative,D4-ELEVATOR,246,14.22,7.15,1569752,49.01
3322,Queens,Cooperative,D4-ELEVATOR,276,14.22,7.15,1727682,49.01
3323,Queens,Cooperative,D4-ELEVATOR,120,13.86,6.37,884539,49.37
3324,Queens,Cooperative,D4-ELEVATOR,204,13.86,6.37,1601736,44.49
3325,Queens,Cooperative,D4-ELEVATOR,127,14.06,7.03,812429,46.22
3326,Queens,Cooperative,D4-ELEVATOR,204,14.06,7.03,1651754,38.95
3327,Queens,Cooperative,D4-ELEVATOR,50,15.79,8.21,564952,51.82
3328,Queens,Cooperative,D4-ELEVATOR,424,13.09,7.11,2564439,39.79
3329,Queens,Cooperative,D4-ELEVATOR,114,13.57,6.98,646677,43.6
3330,Queens,Cooperative,D4-ELEVATOR,100,16.33,7.63,866436,59.16
3331,Queens,Cooperative,D4-ELEVATOR,100,13.57,6.98,656449,43.6
3332,Queens,Cooperative,D4-ELEVATOR,114,13.57,6.98,646380,43.59
3333,Queens,Cooperative,D4-ELEVATOR,120,13.57,6.98,598477,43.59
3334,Queens,Cooperative,D4-ELEVATOR,84,13.57,6.98,514020,43.6
3335,Queens,Cooperative,C6-WALK-UP,54,15.33,8.36,305453,47.85
3336,Queens,Cooperative,C6-WALK-UP,138,14.06,7.03,739563,46.23
3337,Queens,Cooperative,C6-WALK-UP,87,14.06,7.03,436163,46.23
3338,Queens,Cooperative,C6-WALK-UP,96,14.06,7.03,492852,46.23
3339,Queens,Cooperative,C6-WALK-UP,45,14.06,7.03,237832,46.23
3340,Queens,Cooperative,D4-ELEVATOR,131,14.7,6.28,1238885,58.12
3341,Queens,Cooperative,D4-ELEVATOR,99,15.53,6.34,1012591,62.96
3342,Queens,Cooperative,D4-ELEVATOR,141,14.22,7.15,1312545,49.01
3343,Queens,Cooperative,D4-ELEVATOR,128,14.06,7.03,1068560,46.22
3344,Queens,Cooperative,D4-ELEVATOR,124,14.7,6.28,1117755,58.12
3345,Queens,Cooperative,D4-ELEVATOR,254,14.16,6.15,2574414,55.55
3346,Queens,Cooperative,D4-ELEVATOR,72,15.79,8.21,544532,51.82
3347,Queens,Cooperative,D4-ELEVATOR,85,15.79,8.21,577596,51.82
3348,Queens,Cooperative,D4-ELEVATOR,73,15.79,8.21,583660,51.82
3349,Queens,Cooperative,D4-ELEVATOR,120,15.79,6.78,1278519,61.6
3350,Queens,Cooperative,D4-ELEVATOR,127,14.65,6.6,960261,55.59
3351,Queens,Cooperative,D4-ELEVATOR,106,14.06,7.03,766670,46.22
3352,Queens,Cooperative,D4-ELEVATOR,53,15.0,5.54,466974,65.11
3353,Queens,Cooperative,D4-ELEVATOR,84,14.36,5.76,690426,59.47
3354,Queens,Cooperative,D4-ELEVATOR,72,15.0,5.54,754284,59.46
3355,Queens,Cooperative,D4-ELEVATOR,200,14.06,7.03,1133587,46.22
3356,Queens,Cooperative,D4-ELEVATOR,98,15.0,5.54,1057155,56.89
3357,Queens,Cooperative,D4-ELEVATOR,62,15.04,5.86,704749,46.28
3358,Queens,Cooperative,D4-ELEVATOR,188,15.79,6.78,1943773,57.11
3359,Queens,Cooperative,D4-ELEVATOR,133,15.79,6.78,1276320,56.92
3360,Queens,Cooperative,D4-ELEVATOR,71,15.71,5.53,549720,58.06
3361,Queens,Cooperative,D4-ELEVATOR,56,15.0,5.54,572330,48.55
3362,Queens,Cooperative,D4-ELEVATOR,68,14.36,5.76,677104,53.93
3363,Queens,Cooperative,D4-ELEVATOR,121,15.79,6.78,1141296,55.75
3364,Queens,Cooperative,D4-ELEVATOR,410,15.08,6.27,4624325,53.86
3365,Queens,Cooperative,D4-ELEVATOR,166,10.7,4.2,1251266,40.29
3366,Queens,Cooperative,D4-ELEVATOR,61,15.0,5.54,605468,56.54
3367,Queens,Cooperative,D4-ELEVATOR,88,15.79,6.78,948573,61.6
3368,Queens,Cooperative,D4-ELEVATOR,174,16.21,7.39,1081385,56.52
3369,Queens,Cooperative,D4-ELEVATOR,108,15.79,6.78,1108230,56.52
3370,Queens,Cooperative,D4-ELEVATOR,179,16.27,6.99,1137784,56.52
3371,Queens,Cooperative,D4-ELEVATOR,221,14.06,7.03,1674040,46.22
3372,Queens,Cooperative,D4-ELEVATOR,74,14.06,7.03,279204,46.23
3373,Queens,Cooperative,D4-ELEVATOR,126,11.67,5.76,858233,37.83
3374,Queens,Cooperative,D4-ELEVATOR,47,14.06,7.03,168509,46.22
3375,Queens,Cooperative,D4-ELEVATOR,72,14.06,7.03,556776,46.22
3376,Queens,Cooperative,D4-ELEVATOR,114,11.54,5.74,799445,37.2
3377,Queens,Cooperative,D4-ELEVATOR,57,14.06,7.03,369792,46.21
3378,Queens,Cooperative,D4-ELEVATOR,84,14.06,7.03,653790,46.23
3379,Queens,Cooperative,D4-ELEVATOR,85,14.06,7.03,790875,46.22
3380,Queens,Cooperative,D4-ELEVATOR,62,15.14,8.14,417060,45.6
3381,Queens,Cooperative,D4-ELEVATOR,706,11.14,6.01,3702177,31.65
3382,Queens,Cooperative,D4-ELEVATOR,282,13.94,6.18,2250400,33.67
3383,Queens,Cooperative,D4-ELEVATOR,372,14.65,9.23,1934940,30.23
3384,Queens,Cooperative,D4-ELEVATOR,78,13.43,4.31,958877,30.24
3385,Queens,Cooperative,D4-ELEVATOR,69,13.49,5.54,428585,45.3
3386,Queens,Cooperative,D4-ELEVATOR,100,13.49,5.54,532046,52.64
3387,Queens,Cooperative,D4-ELEVATOR,96,15.59,6.5,858387,54.98
3388,Queens,Cooperative,D4-ELEVATOR,68,15.65,6.15,549252,55.18
3389,Queens,Cooperative,D4-ELEVATOR,76,15.39,6.26,688110,62.65
3390,Queens,Cooperative,D4-ELEVATOR,108,15.59,6.5,892820,44.57
3391,Queens,Cooperative,C6-WALK-UP,73,19.71,6.85,687598,92.06
3392,Queens,Cooperative,C6-WALK-UP,68,20.7,9.44,592096,82.71
3393,Queens,Cooperative,D4-ELEVATOR,88,14.59,6.03,719194,45.95
3394,Queens,Cooperative,D4-ELEVATOR,56,14.59,6.03,408569,54.39
3395,Queens,Cooperative,D4-ELEVATOR,178,15.24,8.03,1160579,47.97
3396,Queens,Cooperative,D4-ELEVATOR,121,15.59,6.5,1290307,47.97
3397,Queens,Cooperative,D4-ELEVATOR,75,14.45,5.86,592710,55.8
3398,Queens,Cooperative,D4-ELEVATOR,61,14.74,6.13,602700,55.79
3399,Queens,Cooperative,D4-ELEVATOR,104,14.89,6.66,873533,55.76
3400,Queens,Cooperative,D4-ELEVATOR,42,14.89,6.66,296972,55.79
3401,Queens,Cooperative,D4-ELEVATOR,88,14.89,6.66,732355,55.75
3402,Queens,Cooperative,D4-ELEVATOR,66,13.37,6.11,487872,38.96
3403,Queens,Cooperative,D4-ELEVATOR,60,13.37,6.11,418176,38.77
3404,Queens,Cooperative,D4-ELEVATOR,69,15.65,7.02,528070,57.71
3405,Queens,Cooperative,C6-WALK-UP,18,16.99,8.16,118077,45.27
3406,Queens,Cooperative,D4-ELEVATOR,60,13.37,6.11,435600,35.93
3407,Queens,Cooperative,D4-ELEVATOR,47,15.02,6.49,337788,32.22
3408,Queens,Cooperative,D4-ELEVATOR,149,15.72,6.93,1155323,55.82
3409,Queens,Cooperative,D4-ELEVATOR,66,12.8,5.81,520056,46.68
3410,Queens,Cooperative,D4-ELEVATOR,61,14.71,6.01,457125,48.57
3411,Queens,Cooperative,D4-ELEVATOR,66,14.22,6.08,468864,56.42
3412,Queens,Cooperative,D4-ELEVATOR,112,16.13,6.43,941909,66.09
3413,Queens,Cooperative,D4-ELEVATOR,45,16.41,7.37,388250,57.88
3414,Queens,Cooperative,D4-ELEVATOR,94,16.41,7.37,668960,57.97
3415,Queens,Cooperative,D4-ELEVATOR,126,16.41,7.37,1041408,58.06
3416,Queens,Cooperative,D4-ELEVATOR,60,15.19,4.27,671317,75.05
3417,Queens,Cooperative,D4-ELEVATOR,168,16.13,6.43,1396800,56.15
3418,Queens,Cooperative,D4-ELEVATOR,62,15.02,6.49,463486,57.09
3419,Queens,Cooperative,D4-ELEVATOR,75,14.74,6.13,647610,56.16
3420,Queens,Cooperative,D4-ELEVATOR,113,14.74,6.13,777483,56.04
3421,Queens,Cooperative,D4-ELEVATOR,73,13.52,5.3,619608,38.53
3422,Queens,Cooperative,D4-ELEVATOR,126,14.75,5.68,838068,53.21
3423,Queens,Cooperative,D4-ELEVATOR,135,14.57,6.55,917488,55.41
3424,Queens,Cooperative,D4-ELEVATOR,98,15.41,5.74,832935,56.83
3425,Queens,Cooperative,D4-ELEVATOR,112,14.31,7.09,619476,50.01
3426,Queens,Cooperative,D4-ELEVATOR,100,14.31,7.09,675532,50.01
3427,Queens,Cooperative,D4-ELEVATOR,128,14.31,7.09,1047709,50.02
3428,Queens,Cooperative,D4-ELEVATOR,86,13.37,6.11,595117,44.02
3429,Queens,Cooperative,D4-ELEVATOR,130,14.31,7.09,1029933,39.1
3430,Queens,Cooperative,D4-ELEVATOR,80,14.31,7.09,446600,46.95
3431,Queens,Cooperative,D4-ELEVATOR,156,13.72,7.46,858371,41.35
3432,Queens,Cooperative,D4-ELEVATOR,110,14.31,7.09,848206,50.02
3433,Queens,Cooperative,D4-ELEVATOR,89,15.28,6.77,631808,48.0
3434,Queens,Cooperative,D4-ELEVATOR,54,15.28,6.77,382950,54.51
3435,Queens,Cooperative,D4-ELEVATOR,66,15.28,6.77,491198,58.44
3436,Queens,Cooperative,D4-ELEVATOR,107,15.41,5.74,881614,54.54
3437,Queens,Cooperative,D4-ELEVATOR,58,15.28,6.77,385962,54.57
3438,Queens,Cooperative,C6-WALK-UP,32,14.61,6.6,349228,58.42
3439,Queens,Cooperative,D4-ELEVATOR,24,15.28,6.77,207712,58.42
3440,Queens,Cooperative,D4-ELEVATOR,24,15.28,6.77,207712,58.42
3441,Queens,Cooperative,D4-ELEVATOR,24,15.13,6.35,214302,60.35
3442,Queens,Cooperative,D4-ELEVATOR,24,15.28,6.77,207712,58.42
3443,Queens,Cooperative,D4-ELEVATOR,24,15.28,6.77,207712,58.42
3444,Queens,Cooperative,D4-ELEVATOR,122,16.75,8.36,756283,60.53
3445,Queens,Cooperative,C6-WALK-UP,24,20.14,3.95,393596,60.63
3446,Queens,Cooperative,D4-ELEVATOR,66,17.19,6.73,732200,60.5
3447,Queens,Cooperative,D4-ELEVATOR,566,18.27,8.43,5663904,70.81
3448,Queens,Cooperative,D4-ELEVATOR,96,17.19,6.73,889884,60.38
3449,Queens,Cooperative,D4-ELEVATOR,54,18.37,7.17,606872,58.06
3450,Queens,Cooperative,C6-WALK-UP,32,21.87,6.05,355159,60.27
3451,Queens,Cooperative,D4-ELEVATOR,26,20.9,8.14,227995,48.3
3452,Queens,Cooperative,D4-ELEVATOR,71,17.19,6.73,775086,60.27
3453,Queens,Cooperative,D4-ELEVATOR,44,17.19,6.73,558564,62.21
3454,Queens,Cooperative,D4-ELEVATOR,51,17.06,7.14,660672,47.57
3455,Queens,Cooperative,D4-ELEVATOR,104,17.36,5.91,1434364,53.48
3456,Queens,Cooperative,D4-ELEVATOR,144,16.51,5.7,1331598,57.69
3457,Queens,Cooperative,D4-ELEVATOR,43,16.83,5.68,584862,59.56
3458,Queens,Cooperative,D4-ELEVATOR,91,16.75,8.36,1243239,55.16
3459,Queens,Cooperative,D4-ELEVATOR,71,16.36,6.29,1007000,68.48
3460,Queens,Cooperative,D4-ELEVATOR,79,16.51,5.7,1061348,54.34
3461,Queens,Cooperative,D4-ELEVATOR,36,17.9,5.69,373382,53.96
3462,Queens,Cooperative,D4-ELEVATOR,84,16.51,5.7,1149795,54.29
3463,Queens,Cooperative,D4-ELEVATOR,86,16.36,6.29,985098,53.3
3464,Queens,Cooperative,D4-ELEVATOR,152,14.73,5.34,1970435,53.47
3465,Queens,Cooperative,D4-ELEVATOR,168,14.73,5.34,2058739,54.69
3466,Queens,Cooperative,D4-ELEVATOR,108,15.24,7.33,962860,20.06
3467,Queens,Cooperative,D4-ELEVATOR,111,15.76,6.43,951193,53.52
3468,Queens,Cooperative,D4-ELEVATOR,123,15.76,6.43,837685,53.54
3469,Queens,Cooperative,D4-ELEVATOR,59,14.73,5.34,607684,38.41
3470,Queens,Cooperative,D4-ELEVATOR,59,14.73,5.34,607684,53.88
3471,Queens,Cooperative,D4-ELEVATOR,104,14.73,5.34,985950,54.27
3472,Queens,Cooperative,D4-ELEVATOR,148,14.58,6.12,1192860,53.6
3473,Queens,Cooperative,D4-ELEVATOR,96,14.58,6.12,895762,58.44
3474,Queens,Cooperative,D4-ELEVATOR,120,14.58,6.12,1269000,53.53
3475,Queens,Cooperative,D4-ELEVATOR,150,14.85,5.75,1288969,54.52
3476,Queens,Cooperative,D4-ELEVATOR,72,14.58,6.12,746781,58.44
3477,Queens,Cooperative,D4-ELEVATOR,78,14.73,5.34,829099,48.46
3478,Queens,Cooperative,D4-ELEVATOR,44,17.49,5.8,481102,54.53
3479,Queens,Cooperative,C6-WALK-UP,20,13.33,5.0,121160,55.28
3480,Queens,Cooperative,D4-ELEVATOR,130,14.85,5.75,1424241,54.54
3481,Queens,Cooperative,D4-ELEVATOR,96,16.9,6.51,1034844,54.56
3482,Queens,Cooperative,D4-ELEVATOR,98,16.9,6.51,1393195,75.14
3483,Queens,Cooperative,D4-ELEVATOR,72,16.9,6.51,796716,53.65
3484,Queens,Cooperative,D4-ELEVATOR,60,16.9,6.51,611597,38.31
3485,Queens,Cooperative,D4-ELEVATOR,206,16.9,6.51,2219865,75.14
3486,Queens,Cooperative,D4-ELEVATOR,213,18.39,8.4,1962236,71.87
3487,Queens,Cooperative,D4-ELEVATOR,63,15.42,7.28,448888,53.26
3488,Queens,Cooperative,D4-ELEVATOR,148,15.3,5.48,1441065,53.52
3489,Queens,Cooperative,D4-ELEVATOR,61,17.36,5.91,597484,55.44
3490,Queens,Cooperative,D4-ELEVATOR,54,17.36,5.91,728632,55.83
3491,Queens,Cooperative,D4-ELEVATOR,54,17.36,5.91,728632,55.83
3492,Queens,Cooperative,D4-ELEVATOR,48,17.36,5.91,561050,54.78
3493,Queens,Cooperative,D4-ELEVATOR,76,14.73,5.34,847663,64.8
3494,Queens,Cooperative,D4-ELEVATOR,60,15.3,5.48,534247,67.44
3495,Queens,Cooperative,D4-ELEVATOR,70,15.3,5.48,659276,67.43
3496,Queens,Cooperative,D4-ELEVATOR,106,15.53,5.96,1274150,53.54
3497,Queens,Cooperative,D4-ELEVATOR,99,15.3,5.48,772167,67.43
3498,Queens,Cooperative,D4-ELEVATOR,96,14.85,4.89,893681,45.48
3499,Queens,Cooperative,D4-ELEVATOR,134,15.17,5.05,1523131,44.44
3500,Queens,Cooperative,D4-ELEVATOR,278,13.7,6.25,2200283,22.53
3501,Queens,Cooperative,D4-ELEVATOR,390,13.76,6.17,2922150,36.86
3502,Queens,Cooperative,D4-ELEVATOR,190,14.85,5.75,1554025,36.91
3503,Queens,Cooperative,D4-ELEVATOR,288,13.76,6.17,2353279,36.9
3504,Queens,Cooperative,D4-ELEVATOR,504,13.16,6.3,3434871,36.91
3505,Queens,Cooperative,D4-ELEVATOR,252,16.43,6.51,2588733,38.02
3506,Queens,Cooperative,D4-ELEVATOR,183,13.16,6.3,1608368,36.97
3507,Queens,Cooperative,D4-ELEVATOR,168,13.16,6.3,1267001,36.93
3508,Queens,Cooperative,D4-ELEVATOR,252,13.16,6.3,1795783,36.94
3509,Queens,Cooperative,D4-ELEVATOR,162,16.43,6.51,1788199,36.92
3510,Queens,Cooperative,D4-ELEVATOR,208,13.16,6.3,1820672,36.97
3511,Queens,Cooperative,D4-ELEVATOR,136,13.16,6.3,1211552,37.81
3512,Queens,Cooperative,D4-ELEVATOR,136,13.16,6.3,1207779,37.86
3513,Queens,Cooperative,D4-ELEVATOR,144,13.16,6.3,1289241,37.87
3514,Queens,Cooperative,D4-ELEVATOR,136,13.16,6.3,1207950,37.86
3515,Queens,Cooperative,C6-WALK-UP,16,16.81,7.71,120457,45.25
3516,Queens,Cooperative,C6-WALK-UP,92,14.6,7.74,533927,37.03
3517,Queens,Cooperative,D4-ELEVATOR,108,16.57,7.02,1432500,37.11
3518,Queens,Cooperative,D4-ELEVATOR,108,16.57,7.02,1432500,37.11
3519,Queens,Cooperative,D4-ELEVATOR,108,16.57,7.02,1432500,37.11
3520,Queens,Cooperative,D4-ELEVATOR,237,17.31,7.06,4387000,53.97
3521,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.03
3522,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.03
3523,Queens,Cooperative,D4-ELEVATOR,32,14.29,5.94,339779,37.85
3524,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.3
3525,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.57
3526,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.57
3527,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.85
3528,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.85
3529,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.85
3530,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.57
3531,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.57
3532,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.57
3533,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.57
3534,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.57
3535,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.57
3536,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.57
3537,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.57
3538,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.57
3539,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.57
3540,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.57
3541,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.57
3542,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,481912,36.84
3543,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.57
3544,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.57
3545,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.57
3546,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,36.76
3547,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.3
3548,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.3
3549,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.3
3550,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.3
3551,Queens,Cooperative,D4-ELEVATOR,32,16.57,7.02,388608,37.3
